회사코드	회사명	고객분류	회사유형	사업자등록번호	설립일	대표자명	본사 주소	시/구	공장 주소	대표전화	업종명	주요제품	웹사이트	참고사항	SAP코드여부	SAP거래처코드	사업	사업부	지점/팀	팀명	사원번호	영업 사원	유통형태코드	유통형태	거래처 담당자	담당자 연락처	코드생성일	거래시작일	결제조건
C0000536	(주)얌샘(파주공장)	기존		1418509629		김은광	경기도 파주시 법원읍 술이홀로 1165	경기도 파주시		070-4035-0929					매출	1114784	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7040	축육(FC)	김은광	070-4035-0929	2024-12-20	2025-01-03	15일단위 마감, 30일이내, 현금결제(영업)
C0000537	(주)케이디에프앤에스	기존		2098702571		이성권	경기도 광주시 경충대로 1801 (장지동) B-415호 (장지동)	경기도 광주시		070-8672-1657					매입매출	1114785	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	이성권	070-8672-1657	2024-12-20	2025-02-19	말일 마감, 15일이내, 현금결제(영업)
C0000538	미성푸드	기존		6439001938		김명길	경기도 광명시 광명로 378-13 (노온사동) (노온사동)	경기도 광명시		010-3856-3141					매출	1114787	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	김명길	010-3856-3141	2024-12-20	2025-01-06	말일 마감, 당월 말일, 현금결제(영업)
C0000539	(주)용범상사	기존	법인	6238102358	2021-06-22	김세범	경기도 성남시 수정구 산성대로 267 (신흥동) (신흥동) 517호 신흥역시네마타워	경기도 성남시		031-734-1117	육류 도매업				매입매출	1114788	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7030	축육(도매)	김세범	031-734-1117	2024-12-20	2025-03-04	15일단위 마감, 30일이내, 현금결제(영업)
C0000540	타이슨푸드코리아 (유)	기존		8198801449		이철기	세종특별자치시 전의면 산단길 258 (신정리)	세종특별자치시 전의면		070-4236-5040					매출	1114789	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	이철기	070-4236-5040	2024-12-20	2025-02-20	15일단위 마감, 30일이내, 현금결제(영업)
C0000541	(주)하나에프에스	기존		8308100282		송영숙	경기도 군포시 당정로27번길 42 (당정동) (당정동, 에이스진공) 지하1층	경기도 군포시		031-451-9296					매출	1114792	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7030	축육(도매)	송영숙	031-451-9296	2024-12-20	2025-05-14	15일단위 마감, 30일이내, 현금결제(영업)
C0000542	정미트(하남)	기존		3659900390		손성민	경기도 하남시 광암로176번길 76 (광암동) (광암동)	경기도 하남시		010-5756-1185					매출	1114793	1033	축산유통사업부	381	가공장영업팀	250016	윤 영상	J7020	축육(가공장)	손성민	010-5756-1185	2024-12-20		말일 마감, 당월 말일, 현금결제(영업)
C0000543	(주)푸드락미트	기존		1238640274		신성호	경기도 군포시 공단로 278-4 (금정동) (금정동) 1층	경기도 군포시		1577-4123					매출	1114795	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7020	축육(가공장)	신성호	1577-4123	2024-12-20	2025-01-22	15일단위 마감, 30일이내, 현금결제(영업)
C0000544	(주)청우푸드(포천)	기존		1278603515		김왕영	경기도 포천시 가산면 마정로256번길 28	경기도 포천시		032-215-7789					매출	1114800	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7020	축육(가공장)	김왕영	032-215-7789	2024-12-20	2025-01-10	15일단위 마감, 30일이내, 현금결제(영업)
C0000545	(주) 돌우물	기존		4738801791		임정환	서울특별시 강남구 강남대로128길 61 (논현동) 202호 (논현동)	서울특별시 강남구		031-762-7907					매출	1114807	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7040	축육(FC)	임정환	031-762-7907	2024-12-20		15일단위 마감, 30일이내, 현금결제(영업)
C0000546	(주) 올리브푸드	기존		7628600553		박철호	서울특별시 광진구 아차산로 635 (광장동) 1층 102호 (광장동)	서울특별시 광진구		1899-1499					매출	1114815	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	박철호	1899-1499	2024-12-20	2025-01-03	15일단위 마감, 30일이내, 현금결제(영업)
C0000547	백암식품(화성)	기존		6420502068		장봉기	경기도 화성시 정남면 괘랑3길13번길 14 (괘랑리) 나동	경기도 화성시		031-8055-8480					매출	1114817	1033	축산유통사업부	383	신경로영업팀	250017	조 성욱	J7020	축육(가공장)	장봉기	031-8055-8480	2024-12-20		10일단위 마감, 10일이내, 현금결제(영업)
C0000548	(주)더엘미트	기존		8878601899		여정은	경기도 광주시 목동길36번길 54 (목동) 마동 (목동)	경기도 광주시		010-9461-1025					매출	1114829	1033	축산유통사업부	382	도매영업팀	250013	전 병희	J7030	축육(도매)	여정은		2024-12-20		말일 마감, 당월 말일, 현금결제(영업)
C0000549	날개날다(주)	기존		7688103005		홍순호	전북특별자치도 익산시 황등면 황등3길 45 (황등리)	전북특별자치도 익산시		063-842-3450					매입매출	1114832	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7020	축육(가공장)	홍순호	063-842-3450	2024-12-20	2025-01-06	15일단위 마감, 30일이내, 현금결제(영업)
C0000550	(주)이룸미트앤푸드	기존		8598100420		권승건	경기도 하남시 미사대로 410 (망월동) (망월동, 미사강변오벨리스크)	경기도 하남시		02-486-6005					매입매출	1114846	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	권승건	02-486-6005	2024-12-20	2025-04-02	말일 마감, 15일이내, 현금결제(영업)
C0000551	두레축산(주)농업회사	기존		2248137121		김영관	강원특별자치도 화천군 하남면 가마니길 266	강원특별자치도 화천군		010-9650-6880					매출	1114847	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	김영관	010-9650-6880	2024-12-20	2025-01-10	말일 마감, 15일이내, 현금결제(영업)
C0000552	(주)한빛통상	기존	법인	7098800920	2017-12-07	임용수	경기도 용인시 처인구 모현읍 새래로 133-2	경기도 용인시	충청북도 음성군 삼성면 대청로 9	043-536-7400	축산물 식육포장 처리업	하이포크			매입매출	1114850	1033	축산유통사업부	383	신경로영업팀	250368	오 세훈	J7020	축육(가공장)	임용수	010-8948-1011	2024-12-20	2025-01-14	말일 마감, 15일이내, 현금결제(영업)
C0000553	(주) 성원아이엔티	기존	법인	6798600061	2015-04-29	최경덕	서울특별시 성동구 고산자로 349 (마장동) 302호 (마장동,세원빌딩)	서울특별시 성동구		02-2281-1189	육류 도매업	축산물			매입매출	1114852	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	최경덕	02-2281-1189	2024-12-20	2025-01-10	말일 마감, 5일이내, 현금결제(영업)
C0000554	(주)고바우코퍼레이션	기존	법인	6218801046	2018-05-21	윤태균	서울특별시 서초구 서초중앙로29길 26 (반포동) 301호 (반포동)	서울특별시 서초구		02-2281-7983	육류 도매업	육류			매입매출	1114853	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	윤태균	02-2281-7983	2024-12-20	2025-01-13	말일 마감, 15일이내, 현금결제(영업)
C0000555	씨제이프레시웨이(주)	기존		6038111270		장성필	경기도 용인시 기흥구 기곡로 32 (하갈동) (하갈동)	경기도 용인시		02-2149-6996					매입매출	1114855	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	장성필	02-2149-6996	2024-12-20	2025-04-17	15일단위 마감, 30일이내, 현금결제(영업)
C0000556	(주)거상푸드	기존	법인	8618700750	2017-08-02	이미영	서울특별시 성동구 고산자로 344 (마장동) 3층 301호 (마장동, 영조빌딩)	서울특별시 성동구		02-2295-6605	육류 도매업	식육류				1114857	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	이미영	02-2295-6605	2024-12-20	2025-01-07	15일단위 마감, 30일이내, 현금결제(영업)
C0000557	(주) 미트박스글로벌	기존	법인	1298687864	2014-05-19	김기봉	서울특별시 강남구 테헤란로34길 22 (역삼동) (역삼동)	서울특별시 강남구		010-4677-4384	육류 도매업	식육 및 축산물 유통판매	www.meatbox.co.kr		매입매출	1114859	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	김기봉	010-4677-4384	2024-12-20	2025-01-07	15일단위 마감, 30일이내, 현금결제(영업)
C0000558	(주)미트코리아	기존		6958601155		최준호	경기도 광주시 도척면 도척로 356-3 (진우리)	경기도 광주시		031-798-0903					매입매출	1114860	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	최준호	031-798-0903	2024-12-20	2025-04-01	15일단위 마감, 30일이내, 현금결제(영업)
C0000559	RM마케팅	기존		5022878314		정영찬	경기도 성남시 분당구 미금일로74번길 16 (구미동) (구미동)	경기도 성남시		031-726-4436					매입매출	1114862	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	정영찬	031-726-4436	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000560	(주) 소우람	기존	법인	8218700368	2016-05-24	박성열	경기도 남양주시 진건읍 고재로 179-1	경기도 남양주시		070-8806-5502	육류 포장육 및 냉동육 가공업 (가금류 제외)	양념육 외	https://sowooram.modoo.at/		매입매출	1114864	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	박성열	070-8806-5502	2024-12-20	2025-01-16	15일단위 마감, 30일이내, 현금결제(영업)
C0000561	(주)더베테랑	기존	법인	1378702126	2021-06-23	전요한	서울특별시 성동구 성수이로 118 (성수동2가) 327호 (성수동2가, 성수아카데미타워)	서울특별시 성동구	경기도 광주시 도척면 진우리 555-23, -3	02-462-0796	육류 도매업	수입돈육			매입매출	1114866	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7020	축육(가공장)	전요한	02-462-0796	2024-12-20	2025-02-14	15일단위 마감, 30일이내, 현금결제(영업)
C0000562	(농)정석푸드	기존		4128151190		손정석	전라남도 장성군 진원면 덕주2길 19 (선적리)	전라남도 장성군		061-395-9980					매출	1114871	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	손정석	061-395-9980	2024-12-20	2025-06-13	말일 마감, 15일이내, 현금결제(영업)
C0000563	(주) 프로즌파트너스	기존		2778602766		박세준	서울특별시 송파구 법원로8길 7 (문정동) 6층 603호 (문정동, 화엄타워)	서울특별시 송파구		02-449-1893					매출	1114880	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7030	축육(도매)	박세준	02-449-1893	2024-12-20	2025-08-01	10일단위 마감, 10일이내, 현금결제(영업)
C0000564	(주) 덕일에프엔에스	기존	법인	8688701269	2018-10-11	이충덕	경기도 고양시 일산동구 성석로 217-8 (성석동) (성석동)	경기도 고양시		010-2307-4565	경영 컨설팅업	족발집/체인 족발 납품 전문	https://duck-il.net/		매출	1114881	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	이충덕	010-2307-4565	2024-12-20	2025-01-07	15일단위 마감, 30일이내, 현금결제(영업)
C0000565	큰손	기존		7413600264		강정선	경기도 용인시 처인구 금령로71번길 12-18 (김량장동) (김량장동, 큰손주먹고기)	경기도 용인시		010-7158-5110					매출	1114882	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7040	축육(FC)	강정선	010-7158-5110	2024-12-20	2025-01-03	15일단위 마감, 30일이내, 현금결제(영업)
C0000566	(주) 에이푸드원	기존	법인	5328103411	2024-10-04	박노우	경기도 고양시 일산동구 성석로 217-10 (성석동) 1층,2층 (성석동)	경기도 고양시		010-6519-0245	기타 과실ㆍ채소 가공 및 저장 처리업	족발/보쌈 전문제조	https://afoodone.kr/		매출	1114883	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	박노우	010-6519-0245	2024-12-20	2025-01-14	말일 마감, 10일이내, 현금결제(영업)
C0000567	(주) 해광	기존	법인	7558603455	2024-10-16	위형주	서울특별시 광진구 긴고랑로14길 64 (중곡동) 지하1층 (중곡동)	서울특별시 광진구		070-8211-0940	상품 종합 도매업				매입매출	1114884	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7020	축육(가공장)	위형주	070-8211-0940	2024-12-20	2025-02-07	15일단위 마감, 30일이내, 현금결제(영업)
C0000568	(주)캐비아	기존	법인	1858101880	2020-03-27	박영식	서울특별시 강남구 언주로 833 (신사동) (신사동)	서울특별시 강남구		010-7682-1106	그 외 기타 식료품 제조업	식음료품 제조 및 유통, 식당 체인점, 프랜차이즈업 등	https://kaviar.co.kr/		매출	1114886	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	박영식	010-7682-1106	2024-12-20	2025-04-21	15일단위 마감, 30일이내, 현금결제(영업)
C0000569	(주)오렌지유통	기존		4948700185		김동관, 박종식	경기도 남양주시 와부읍 안골로25번안길 18 (도곡리)	경기도 남양주시		031-577-6129					매출	1114890	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7030	축육(도매)	김동관, 박종식	031-577-6129	2024-12-20	2025-01-10	15일단위 마감, 30일이내, 현금결제(영업)
C0000570	(주) 스탁키퍼	기존		5748101983		안재현	서울특별시 영등포구 의사당대로 83 (여의도동) 4,5,6,8,17,19층 (여의도동, 오투타워)	서울특별시 영등포구		070-4012-0786					매출	1114891	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7030	축육(도매)	안재현	070-4012-0786	2024-12-20	2025-04-09	15일단위 마감, 30일이내, 현금결제(영업)
C0000571	우리미트(주)	기존		8318700517		조봉현	경기도 안양시 만안구 수리산로 19 (안양동) 1호 (안양동, TNB빌딩)	경기도 안양시		031-441-7157						1114892	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	조봉현	031-441-7157	2024-12-20	2025-01-07	15일단위 마감, 30일이내, 현금결제(영업)
C0000572	푸딕글로벌(주)	기존		8438103058		위진양	서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스) 8층 802호	서울특별시 성동구		070-7760-0901					매출	1114908	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	위진양	070-7760-0901	2024-12-20	2025-05-15	10일단위 마감, 10일이내, 현금결제(영업)
C0000573	혜안푸드	기존		7948702157		손광현	경기도 광주시 곤지암읍 경충대로295번길 69 203호	경기도 광주시		031-766-4431					매출	1114909	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7020	축육(가공장)	손광현	031-766-4431	2024-12-20	2025-01-13	15일단위 마감, 30일이내, 현금결제(영업)
C0000574	(주)동탄미트	기존	법인	1358643518	2014-05-01	김천환	경기도 화성시 동탄공원로1길 16-32 (반송동) 101 (반송동)	경기도 화성시		031-8003-9382	육류 도매업	식육			매입매출	1114921	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7030	축육(도매)	김천환	031-8003-9382	2024-12-20	2025-02-19	말일 마감, 15일이내, 현금결제(영업)
C0000575	(주)해밀트레이딩	기존	법인	1268642650	2011-07-11	김준영	서울특별시 송파구 동남로2길 27-6 (문정동) 지하1층 전체 (문정동)	서울특별시 송파구		02-2294-6900	육류 도매업				매입매출	1114931	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	김준영	02-2294-6900	2024-12-20	2025-02-03	말일 마감, 15일이내, 현금결제(영업)
C0000576	(주)아이푸드트레이딩	기존	법인	1448101647	2012-05-10	전종민	경기도 화성시 효행로1374번길 18-4 (반월동) (반월동)	경기도 화성시		031-889-7750	육류 도매업	축산물			매입매출	1114932	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	전종민	031-889-7750	2024-12-20		말일 마감, 15일이내, 현금결제(영업)
C0000577	(주)비오비코리아	기존	법인	7598801021	2018-10-23	장준호	서울특별시 성동구 고산자로 300 (마장동) 305호 (마장동)	서울특별시 성동구		02-6080-0305	육류 가공식품 도매업	식육류			매입매출	1114943	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	장준호	02-6080-0305	2024-12-20	2025-01-22	말일 마감, 15일이내, 현금결제(영업)
C0000578	(주)지앤티코퍼레이션	기존	법인	3938602108	2021-06-23	조강연	경기도 구리시 동구릉로459번길 38 (사노동) 1층	경기도 구리시		031-566-1213	육류 도매업				매입매출	1114951	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	조강연	031-566-1213	2024-12-20	2025-01-15	말일 마감, 15일이내, 현금결제(영업)
C0000579	(주)고진컴퍼니	기존		8748100720		서병진	경기도 남양주시 경춘로 508-8 (다산동) 7층 706호 (다산동, 안강프라이빗)	경기도 남양주시		031-553-2877					매입매출	1114960	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	서병진	031-553-2877	2024-12-20	2025-01-17	말일 마감, 15일이내, 현금결제(영업)
C0000580	(주)지티인터내셔널	기존	법인	3188603407	2024-06-28	오진원	서울특별시 동대문구 사가정로 274-7 (장안동) 105호 (장안동)	서울특별시 동대문구		010-7100-8334	육류 도매업				매출	1114961	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	오진원	010-7100-8334	2024-12-20	2025-02-06	말일 마감, 15일이내, 현금결제(영업)
C0000581	(주)미트미인터내셔널	기존	법인	4558601620	2020-01-14	김구환	경기도 과천시 관문로 92 101동 20층 2022호 (중앙동)	경기도 과천시		02-6494-2151	육류 도매업	육류, 축산물 등			매입매출	1114967	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	김구환	02-6494-2151	2024-12-20	2025-01-15	말일 마감, 15일이내, 현금결제(영업)
C0000582	농업회사법인 (주) 씨엔푸드	기존		3438800695		유인식	경기도 화성시 송산면 송산포도로 575	경기도 화성시		1094255099					매출	1115588	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	류지영	1094255099	2025-01-16	2025-01-08	15일단위 마감, 30일이내, 현금결제(영업)
C0000583	(주) 더미트정	기존	법인	7198803093	2024-10-30	정지환	경기도 용인시 기흥구 동백3로11번길 33 801-807 (중동)	경기도 용인시		010-9161-1452	기타 신선식품 및 단순 가공식품 도매업				매입매출	1115599	1033	축산유통사업부	381	가공장영업팀	250010	선 효지	J7030	축육(도매)	정지환	1091611452	2025-01-17	2025-01-10	말일 마감, 당월 말일, 현금결제(영업)
C0000584	(주)푸드엔	기존		6178170680		김광원	부산광역시 남구 석포로 112 푸드엔 (대연동)	부산광역시 남구		1099136618					매입매출	1115670	1033	축산유통사업부	383	신경로영업팀	250368	오 세훈	J7020	축육(가공장)	장은규	1099136618	2025-01-20	2025-01-21	10일단위 마감, 10일이내, 현금결제(영업)
C0000585	(주) 제이케이미트코퍼레이션	기존		2068672085		장봉근	경기도 하남시 미사강변중앙로 210 메디피아타워 11층 1103~1105호 (망월동)	경기도 하남시		1053763477					매입매출	1115678	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	장봉근	1053763477	2025-01-21	2025-02-02	15일 단위 현금
C0000586	한솔미트	기존		3080433795		서기석	충청남도 논산시 논산대로 228-18 강산동 276-5 (강산동)	충청남도 논산시		1054309728					매출	1115736	1033	축산유통사업부	347	중부지점	240526	김 영길	J7020	축육(가공장)	서기석	1054309728	2025-01-23		말일 마감, 15일이내, 현금결제(영업)
C0000587	(주) 아이팜	기존		4368101298		손대성	경기도 광주시 순암로 241-11 (중대동)	경기도 광주시		1087323983					매출	1115860	1033	축산유통사업부	347	중부지점	240526	김 영길	J7030	축육(도매)	손대성	1087323983	2025-02-03	2025-02-03	말일 마감, 5일이내, 현금결제(영업)
C0000588	(주)더원푸드	기존		5178602475		김인용, 연상주	경기도 시흥시 군자로281번길 16-15 1동 1층, 2동 1층(거모동)	경기도 시흥시		010-8988-4293					매출	1115882	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7030	축육(도매)	연상주	010-8988-4293	2025-02-04	2025-02-02	10일단위 마감, 10일이내, 현금결제(영업)
C0000589	미트랜드	기존		7099002090		이광수	전북특별자치도 익산시 강경2길 19-10 (금강동)	전북특별자치도 익산시		010-9168-3570					매출	1115900	1033	축산유통사업부	347	중부지점	240526	김 영길	J7020	축육(가공장)	이광수	010-9168-3570	2025-02-05		말일 마감, 15일이내, 현금결제(영업)
C0000590	(주) 제이알미트	기존		1798600580		황정록	서울특별시 성동구 마조로16길 23 마장동 (마장동)	서울특별시 성동구		1071330653					매입매출	1115903	1033	축산유통사업부	347	중부지점	240526	김 영길	J7030	축육(도매)	황진희	1071330653	2025-02-05	2025-02-17	말일 마감, 15일이내, 현금결제(영업)
C0000591	(주) 체크메이드 (CHECKMADE INC.)	기존		8718802941		김영환	인천광역시 서구 뱃길1로 27 2층 203호(오류동)	인천광역시 서구		1031001222					매입매출	1115924	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	김영환	1031001222	2025-02-06	2025-02-10	10일단위 마감, 10일이내, 현금결제(영업)
C0000592	(주) 클로이무역	기존		1298686133		정재한	서울특별시 강동구 상암로5길 84 201호 (암사동)	서울특별시 강동구		1079367720					매입매출	1116118	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	정재한	1079367720	2025-02-17	2025-03-19	15일단위 마감, 30일이내, 현금결제(영업)
C0000593	(주) 디에프에스	기존	법인	2648104079	2012-09-26	박철승	서울특별시 서초구 서초중앙로2길 76 (서초동.3층)	서울특별시 서초구		010-7112-2276	음ㆍ식료품 및 담배 중개업		http://www.dfscorp.net/		매출	1116448	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	박수진	1071122276	2025-02-28	2025-03-05	선입금(영업)
C0000594	[보류](주) 주윈스피제이	기존		1838703337		주운석	경기도 파주시 책향기숲길 65-18 1층 (동패동)	경기도 파주시		010-8339-4304					매출	1116481	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	김병남 팀장	010-8339-4304	2025-03-05	2025-03-04	15일단위 마감, 30일이내, 현금결제(영업)
C0000595	(주) 수미웰푸드	기존	법인	1368602223	2021-10-14	김경석, 이진수	경기도 광주시 옥토골길 50 1층(태전동)	경기도 광주시		010-9636-9023	육류 포장육 및 냉동육 가공업 (가금류 제외)	양념육 전문 육가공			매출	1116566	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	이진수	010-9636-9023	2025-03-10	2025-03-12	10일단위 마감, 10일이내, 현금결제(영업)
C0000596	(주) 유송네이처	기존		3828803246		송영식	경기도 용인시 기흥구 흥덕1로 101 6층 603호(영덕동,스타프라자)	경기도 용인시		1092819972					매입매출	1116606	1033	축산유통사업부	347	중부지점	240529	박 정우	J7030	축육(도매)	송영식	1092819972	2025-03-12	2025-03-19	말일 마감, 30일이내, 현금결제(영업)
C0000597	(주) 초월에프앤비	기존	법인	4348603499	2024-02-05	정한준	인천광역시 남동구 남동서로113번길 28-40 한빛산업)	인천광역시 남동구		1029750923	육류 기타 가공 및 저장처리업 (가금류 제외)	육류 가공품			매출	1116827	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7020	축육(가공장)	박도연	1029750923	2025-03-20	2025-03-24	선입금(영업)
C0000598	(주) 고기장사	기존	법인	2238703498	2025-02-04	박철승	경기도 김포시 월곶면 군하로77번길 42 2층	경기도 김포시		1071122276	육류 기타 가공 및 저장처리업 (가금류 제외)				매입매출	1116840	1033	축산유통사업부	381	가공장영업팀	250011	임 수정	J7030	축육(도매)	박수진	1071122276	2025-03-21	2025-05-13	선입금(영업)
C0000599	(주) 정미트	기존		2948703428		손성민	경기도 하남시 광암로176번길 76 (광암동)	경기도 하남시		010-5756-1185					매출	1116958	1033	축산유통사업부	381	가공장영업팀	240260	서 대한	J7020	축육(가공장)	손성민	010-5756-1185	2025-03-27	2025-03-26	말일 마감, 5일이내, 현금결제(영업)
C0000600	(주) 삼성굿미트	기존		3188702763		김감	서울특별시 금천구 범안로 1212 지하층 B29-1호 (독산동, e편한세상 독산 더타워)	서울특별시 금천구		010-7205-5802					매입매출	1117071	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	안기상	010-7205-5802	2025-04-01	2025-04-02	15일단위 마감, 30일이내, 현금결제(영업)
C0000601	(주) 선택글로벌	기존		6408702001		박정남	인천광역시 서구 백범로630번길 22 2층 223호 (가좌동)	인천광역시 서구		1038301429					매출	1117132	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	박정남	1038301429	2025-04-07	2025-04-07	15일단위 마감, 30일이내, 현금결제(영업)
C0000602	(주) 태신	기존	법인	2038166556	2019-02-18	우종욱	경기도 용인시 기흥구 구성2로5번길 18-10 1층 (청덕동)	경기도 용인시		1041364337	육류 도매업		https://taeshincorp.com/		매출	1117191	1033	축산유통사업부	382	도매영업팀	250012	김 예지	J7030	축육(도매)	우종욱	1041364337	2025-04-08	2025-04-09	선입금(영업)
C0000603	농업회사법인 (주) 고기팜	기존		4948800353		임재홍	경기도 용인시 기흥구 농서로 51 3층 17호 (농서동)	경기도 용인시		010-4920-5711					매출	1117375	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	임재홍	010-4920-5711	2025-04-17	2025-05-07	15일단위 마감, 30일이내, 현금결제(영업)
C0000604	(주) 성광에프앤비	기존		2068614498		조성광	경기도 남양주시 화도읍 재재기로190번길 11-7 성광에프앤비	경기도 남양주시		031-593-8849					매입매출	1117376	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7030	축육(도매)	성광에프앤비 사무실	031-593-8849	2025-04-17		15일단위 마감, 30일이내, 현금결제(영업)
C0000605	경방미트지점	기존		1758502629		이수진	강원특별자치도 원주시 북원로 2501 상지할인마트)	강원특별자치도 원주시		010-4657-5402					매출	1117636	1033	축산유통사업부	383	신경로영업팀	250368	오 세훈	J7050	축육(마트)	이수진	010-4657-5402	2025-05-02	2025-05-02	말일 마감, 당월 말일, 현금결제(영업)
C0000606	(주)두산미트	기존		3058618938		노재현	대전광역시 대덕구 한밭대로 1000 (오정동)	대전광역시 대덕구		1029712881					매출	1117652	1033	축산유통사업부	347	중부지점	240527	김 윤성	J7020	축육(가공장)	노재현	1029712881	2025-05-02	2025-05-12	말일 마감, 15일이내, 현금결제(영업)
C0000607	(주) 황해물산	기존		3408601575		김용무	충청남도 예산군 오가면 역탑원천길 57-6 황해물산	충청남도 예산군		1020383530					매출	1117756	1033	축산유통사업부	382	도매영업팀	250015	엄 재후	J7020	축육(가공장)	김신중	1020383530	2025-05-12	2025-05-12	15일단위 마감, 30일이내, 현금결제(영업)
C0000608	나이스미트(NICE MEAT)2호점	기존		4881102539		OGAY DMITR	충청북도 청주시 흥덕구 봉명로126번길 14 1층 (봉명동)	충청북도 청주시		1089630773					매출	1117781	1033	축산유통사업부	347	중부지점	240526	김 영길	J7010	축육(실수요)	드미트리	1089630773	2025-05-13	2025-05-14	말일 마감, 15일이내, 현금결제(영업)
C0000609	명월축산도매센터안영점	기존		1290184900		김명숙	대전광역시 중구 대둔산로 198 2층)	대전광역시 중구		1044911989					매출	1117802	1033	축산유통사업부	347	중부지점	240527	김 윤성	J7020	축육(가공장)	김명숙	1044911989	2025-05-14	2025-05-15	말일 마감, 15일이내, 현금결제(영업)
C0000610	(주) 일우팜	기존		2048643721		황재석	서울특별시 동대문구 천호대로 247 206호 (답십리동)	서울특별시 동대문구		1046699274					매입매출	1117851	1033	축산유통사업부	382	도매영업팀	230111	이 태훈	J7030	축육(도매)	전정훈	1046699274	2025-05-15	2025-05-14	15일단위 마감, 30일이내, 현금결제(영업)
